IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
1628643,2813427,4318879,5447981,5719221,3088229,1824493,1003437,2103833,3467541,4862669,5623399,4432981,2473171,1421879,HDPE
1431971,2580723,3900155,5189283,5357557,2865719,1669587,848585,1918645,3212299,4675623,5451411,4158737,2270525,1264257,HDPE
1036255,1708157,2387269,3476879,3700737,2034229,1188863,642005,1287333,1994827,2935545,3621599,2894087,1628809,921671,HDPE
1066203,1784913,2507321,3756009,4208967,2444001,1329179,722001,1349853,2099103,3164115,4093341,3437197,1939011,1035519,HDPE
1192805,2096177,3341749,4872425,4782623,2345893,1327445,686915,1558067,2651575,4119913,4888641,3595543,1845523,1009115,HDPE
1009269,1805447,2942391,4442669,4530033,2323061,1248475,651267,1404217,2455993,3905817,4717825,3544769,1838741,973649,HDPE
1191595,1919299,2870801,4016055,3533907,1925647,1017947,549257,1470109,2326713,3426279,3791655,2740943,1478665,785589,HDPE
1078757,1743123,2486615,3569911,3210629,1965627,1026217,551635,1335147,2052229,3012377,3410505,2602471,1503471,794115,HDPE
1249247,2075197,3231677,4981471,5163757,3197363,1375763,801075,1582673,2688703,4364251,5420909,4378187,2369457,1135199,HDPE
1448511,2411347,3817823,5838415,5603311,3228311,1603941,951921,1829463,3029653,4803177,5733321,4421399,2427023,1284085,HDPE
1023865,1665383,2491653,3740769,3292787,1900205,974953,509245,1279789,2023187,3096489,3526719,2605679,1443343,746135,HDPE
