IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
867675,1362515,2373997,3402853,3272129,1890293,903569,598691,1015725,1779455,2927157,3535663,2770885,1502049,802239,PE
871453,1520465,2792157,4173243,4045371,2140411,1196133,729511,1158837,2041459,3255841,4123259,3255249,1753035,1007643,PE
916887,1532009,2649291,4146995,4138309,1970099,1010887,546435,1172233,2045913,3410749,4221817,3093975,1482615,773141,PE
690241,996235,1850527,2443923,2129281,1303993,624437,532105,811431,1354595,2402613,2688449,1892493,1071427,513205,PE
359779,529723,907487,1307909,1221057,790289,365395,233897,421829,699477,1097109,1263435,1008147,580167,305861,PE
1275935,2024929,3162207,4819253,4867933,2546323,1247637,677325,1558647,2529059,4012717,4923409,3755167,1914881,968795,PE
1309059,2128457,3362767,4952233,5436849,2880575,1411373,767673,1635625,2685603,4157605,5217993,4163179,2152291,1105483,PE
1702805,2817129,4435855,6398639,6607579,3656355,1933227,1058159,2148731,3533827,5404915,6546325,5153629,2804913,1502501,PE
1148263,1842841,3393567,5029503,4945003,2579103,1390453,774697,1495659,2655793,3923839,4356863,2621093,1096953,492497,PE
1667433,2674017,4394173,5760653,5925167,3106303,1652789,967979,2046955,3437263,5058851,5880955,4541479,2390135,1319413,PE
1064353,1585937,2515971,3516817,3907065,2270731,909141,509511,1260563,2007207,3008135,3749153,3112989,1590655,712063,PE
637415,1004059,1480381,2747385,2930805,1845031,780023,478057,771445,1209277,2133937,2879275,2404691,1320203,631087,PE
407593,686361,1151659,1884577,2138935,1242689,492727,285769,525241,902079,1537557,2065297,1717197,867275,390159,PE
640175,1079921,2345945,4663237,4518125,3455813,1461153,1189259,897867,1805737,3601173,4624119,4004509,2468595,1312135,PE
905607,1521131,3270353,6523069,6302551,4166753,1757671,1511741,1148597,2340563,4888659,6447953,5264837,2978289,1645243,PE
878923,1358415,2529049,3718541,3641073,2417557,1265823,1030769,1064327,1855375,2996355,3584231,2936645,1757369,1137111,PE
926003,1393257,2069053,3043705,3050295,1879305,857185,502035,1097449,1685013,2551905,3268865,2685055,1365759,664923,PE
478319,704735,1149527,1629115,1642641,926755,417297,261985,555471,899017,1387423,1654567,1295435,675455,339975,PE
1308311,2072349,3225973,4398981,5031139,3048611,1435585,770147,1603931,2586249,3839225,4756425,4004753,2204787,1090743,PE
1404653,2270437,3614097,4751691,4523475,2195687,1143511,558143,1738905,2879875,4247137,4731417,3385055,1678399,863359,PE
903099,1423117,2230917,3546007,3176351,1828809,811135,434663,1097029,1772227,2875539,3379057,2514053,1326329,623197,PE
407155,604675,1067631,1713185,1608915,759961,358447,201941,475077,813297,1354775,1630703,1206339,587667,282497,PE
1215131,1973065,3021991,4571753,4198421,2288191,1092951,569003,1502531,2419363,3773019,4404853,3261113,1700195,834251,PE
1124237,1796511,2968727,4275705,4303655,2502011,1213187,747779,1385529,2330449,3650129,4346583,3411945,1858107,986403,PE
1273359,2094291,3418977,5257257,5030693,2904967,1359131,737941,1585673,2642585,4207625,5210399,4109287,2169695,1047735,PE
1140305,1807499,2990813,4618139,4421501,2486737,1277987,722995,1561387,2564853,4053595,4780827,3641361,1970355,1018073,PE
1097591,1761773,2909807,4127889,4307557,2119099,1226251,802979,1374707,2275003,3472987,4249541,3281331,1707939,1025769,PE
1496157,2420423,3978879,5881107,5385371,2541437,1382283,764869,1858813,3127649,4883001,5592853,3949881,1968307,1082951,PE
1388767,2122465,3227297,4235415,4643081,2685477,1363717,739495,1660799,2598273,3714299,4453115,3666045,2031901,1060081,PE
1331117,2117557,3382525,4651905,4657591,2328589,1134461,577785,1604279,2580617,3876729,4625011,3525847,1767201,877667,PE
1268245,2012371,3221249,4268789,4246777,2115515,1092141,554733,1547449,2528615,3722329,4213553,3105641,1563005,803137,PE
782985,1264391,2095751,3292477,3034339,1934225,816713,515687,962897,1630613,2664923,3109945,2440685,1377489,666493,PE
395499,604393,1040207,1717443,1639287,887517,414505,239799,473629,802407,1376049,1684547,1263823,651491,328923,PE
919663,1567325,2828079,4146583,3763227,2032989,911181,534307,1175085,2157509,3604007,4118431,2948213,1482293,720323,PE
692437,1045193,1751517,2223897,2361621,1184129,612823,315005,816909,1352005,1970545,2300523,1778265,902115,466323,PE
632497,865529,1723061,1942287,1645353,792533,514083,262037,726395,1308315,1905045,1857339,1231453,658001,387315,PE
794525,1207671,1803559,2311421,2419301,1457145,825259,484293,945171,1451819,2043623,2389355,1953873,1147893,625013,PE
784599,1355133,2532649,3950781,3946137,2534785,1194067,715765,1151429,2173297,3433631,4169133,3520879,1975681,983655,PE
644059,1062619,1718683,2521897,2696717,1561181,621607,335749,806427,1349423,2113223,2626387,2135997,1092321,480979,PE
895409,1477251,2522453,3748707,3906743,2444711,1081731,748763,1119837,2018295,3296097,4194365,3567427,2020843,1079021,PE
1412385,2342903,3884953,6005975,6288103,3872191,1728783,1123801,1753949,2980483,4838343,6068379,5031711,2787975,1425609,PE
956633,1520557,2644533,4144937,4273921,2303281,962905,452769,1166849,2018511,3433137,4369717,3459247,1747271,757025,PE
660517,999151,1621877,2134531,2259415,1149115,600311,337037,778845,1261467,1858455,2215545,1728725,884397,471197,PE
884637,1414195,2741413,3848121,3284857,1711625,1022229,586539,1126587,2033045,3260489,3533129,2505461,1453345,832767,PE
912457,1432029,2268031,3487509,2980281,1627547,802561,459129,1105981,1788107,2825537,3226421,2354159,1258229,640521,PE
396223,601527,1059169,1726403,1562109,805021,334889,162713,474085,811399,1377805,1698281,1356883,685893,249949,PE
