IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
1281973,2125779,3567291,5925042,6058936,3797297,1538287,1004942,1574298,2731752,4706569,5998038,4942207,2689972,1301613,PP
1289363,2138319,3549132,5952210,6224692,3988335,1531184,980396,1582699,2730412,4710715,6086672,5105273,2768760,1280066,PP
1272941,2110710,3521990,5989395,6150545,3680068,1476683,915029,1562774,2703172,4715101,6067685,4919513,2592571,1216766,PP
1263276,2127417,3577521,6085113,6189176,3774373,1502053,1016882,1568984,2741593,4789379,6128354,4971776,2645999,1285687,PP
1336055,2279410,3801567,6210654,6345455,3775361,1554522,948117,1669944,2918686,4961775,6274090,5061341,2676489,1273187,PP
1271342,2140017,3566596,5971238,6283343,3859754,1532585,958576,1575826,2738601,4727356,6126501,5079821,2713097,1266568,PP
1258864,2096429,3513980,5794027,5973436,3657122,1493018,954196,1560710,2710998,4640652,5924901,4857800,2603453,1255742,PP
1324073,2270794,3772498,6195632,6380474,3780744,1523242,926275,1660287,2900153,4938910,6283280,5082413,2664263,1248111,PP
1307650,2150957,3621015,6113669,6298886,3977557,1487283,926089,1597112,2770331,4825942,6208800,5144379,2744748,1229580,PP
1324687,2271348,3771217,6200232,6366644,3776926,1519927,925388,1661177,2900248,4941191,6278585,5073722,2661015,1245965,PP
1295119,2218006,3697508,6165467,6175596,3746534,1591857,992656,1623632,2840006,4881527,6156110,4957188,2683345,1325994,PP
1301415,2146069,3557460,5895213,6097785,3889686,1534564,973068,1593233,2740046,4689970,6002548,5004121,2726508,1275410,PP
1274237,2124256,3575937,6160193,6350967,3876267,1482921,940653,1570475,2739396,4828480,6252455,5114955,2690703,1234202,PP
1252214,2147107,3558848,5994094,6122123,3637760,1541596,989268,1571343,2737133,4730056,6037143,4857956,2593391,1289144,PP
1283849,2136636,3569076,6023238,6224311,3898873,1532752,1006727,1580304,2740703,4757869,6123502,5064511,2729165,1292844,PP
1323848,2273339,3744145,6170751,6336982,3797143,1579051,958440,1660851,2886758,4913508,6252024,5066468,2699452,1291762,PP
