IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
357978,706015,1438262,3525845,1957478,1802048,609700,300281,512005,1048623,2267139,2574158,1936516,1248869,444769,PET
260043,483843,554430,1254260,1610584,1020453,293169,382700,346910,504334,904563,1425574,1307364,662835,329392,PET
302706,418196,809282,1795448,1613235,1301169,534311,324021,338535,641024,1363634,1789698,1594926,1014428,402380,PET
205288,416703,594838,1238580,1425351,987702,327601,473200,288336,492155,915744,1324973,1193656,658846,375054,PET
525706,603154,1424231,4881002,3425037,2385553,735081,575306,507359,945779,2535666,3316376,2642777,1548717,651308,PET
315064,514568,1098760,2582482,1995120,1356277,548096,326493,393685,790636,1865689,2311932,1670181,956832,442551,PET
187362,385133,600788,1356504,1526106,1607828,431904,236362,274451,474646,1012212,1528854,1638081,1056854,338568,PET
165792,353739,603344,1516377,2459425,2115106,491666,281027,256015,480879,1090281,2047352,2370246,1362612,396596,PET
136359,519192,808753,1837775,1079974,827455,572049,491650,342115,580636,1294993,1400035,1040728,729028,475645,PET
395850,594048,1030173,1405977,780131,506288,291352,543858,466750,778523,1162138,1037598,641877,403470,414262,PET
271189,476541,828963,1615308,1178278,787333,791231,358751,345023,621847,1216730,1410959,994178,790113,569989,PET
301368,500621,904461,2267733,2281591,1764095,555102,466603,380926,675232,1568187,2315333,2197190,1301117,505101,PET
288073,478971,1280987,2841421,2312287,1433196,644019,354439,363446,855347,2020503,2542007,1892939,1011677,438205,PET
341240,560621,1249822,2358374,1900387,1382337,564906,324453,431204,885005,1785208,2080236,1620572,976431,403588,PET
207860,517652,599459,1471682,1344057,1493462,472149,204316,346947,530504,1105410,1497702,1447098,1028421,338651,PET
327258,565093,1075770,2749231,1915252,1470304,574571,388691,418178,801839,1915074,2357308,1725532,1048828,490978,PET
335574,580054,1135247,3063411,1785013,1605570,628273,393157,434932,844003,2012657,2411498,1808259,1173696,511954,PET
315975,582001,1052591,2542128,1898914,1343521,583537,352967,422791,813319,1822654,2236506,1685871,1017268,437158,PET
196016,397746,717375,2158526,2032793,1310071,428881,230574,285262,545896,1463579,2119067,1651322,859288,335594,PET
202559,412010,884295,2848981,2070498,1650545,575487,233599,296722,640177,1714506,2359500,1868835,1066756,373324,PET
461263,656306,1515735,3178901,3054728,2596487,1054607,576831,550189,1094981,2321202,3126964,2881991,1844228,840471,PET
300630,524692,909536,2144270,1898535,1279480,545289,335562,404138,720463,1688527,2203588,1550602,896968,399333,PET
306778,622684,1582250,3444587,2628643,2196730,565119,360675,438704,1058013,2450593,3005048,2400125,1359093,461560,PET
281051,632877,1379026,3493260,2790745,1506245,443665,286012,440854,987867,2361816,3043751,2114689,978380,368245,PET
320273,555857,946524,2396656,2158909,1619453,540071,450433,419531,737989,1655235,2410884,1972751,1072260,484883,PET
165490,310226,772391,1679584,856399,433774,300657,121088,234643,521795,1217937,1284911,659718,370827,211830,PET
206144,509197,834917,1790934,1103135,822033,695272,449039,344391,601825,1319333,1453490,1017286,763574,532211,PET
