IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_9,IR_Wavelength_10,Material_Type
1274867,2165677,3327089,1641811,2692819,Recycleable
1054939,1739447,2740257,1279457,2137155,Recycleable
1921969,3345799,5095769,2503629,4128795,Recycleable
1942685,3410195,5229901,2536967,4198403,Recycleable
1550095,2733197,4487999,1958603,3365777,Recycleable
2108547,3752581,5884137,2777901,4691325,Recycleable
2000775,3573687,5554255,2642201,4442159,Recycleable
1966447,3454253,5401555,2539155,4280867,Recycleable
1359101,2267181,3389847,1716115,2750617,Recycleable
1311853,2185097,3201693,1657817,2619759,Recycleable
1350543,2327925,3501149,1731897,2819243,Recycleable
